"title","release_year","character","gender","words","proportion_of_dialogue","age","gross","script_id"
"Star Trek",2009,"Sarek","man",267,0.0367566079,62,299,1361
"Star Trek",2009,"Scotty","man",460,0.0633259912,89,299,1361
"Star Trek",2009,"Spock","man",561,0.0772301762,78,299,1361
"Star Trek",2009,"Sulu","man",247,0.034003304,72,299,1361
"Star Trek",2009,"Uhura","woman",471,0.0648403084,77,299,1361
"Star Trek",2009,"Winona","woman",105,0.0144548458,30,299,1361
"Star Wars: Episode IV - A New Hope",1977,"Ben Obi-Wan Ken","man",995,0.0990838478,63,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"C-3Po","man",1506,0.1499701255,31,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Cmdr. Praji (Im","man",117,0.0116510655,42,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Darth Vader","man",492,0.0489942243,46,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"General Dodonna","man",185,0.018422625,66,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Grand Moff Tark","man",411,0.040928102,64,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Greedo","man",103,0.0102569209,33,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Han Solo","man",1730,0.172276439,35,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Jabba","man",185,0.018422625,,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Luke Skywalker","man",2485,0.2474606652,26,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Princess Leia O","woman",636,0.0633339972,21,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Red Leader","man",241,0.0239992033,37,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Red Three (Bigg","man",523,0.0520812587,38,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Stormtrooper","man",122,0.0121489743,36,1798,1362
"Star Wars: Episode IV - A New Hope",1977,"Uncle Owen","man",311,0.0309699263,61,1798,1362
"Starship Troopers",1997,"Ace Levy","man",403,0.0443003188,26,103,1366
"Starship Troopers",1997,"Biology Teacher","woman",189,0.02077608,63,103,1366
"Starship Troopers",1997,"Captain Deladie","woman",166,0.018247774,37,103,1366
"Starship Troopers",1997,"Carl Jenkins","man",509,0.0559525118,24,103,1366
"Starship Troopers",1997,"Dizzy Flores","woman",480,0.0527646477,29,103,1366
"Starship Troopers",1997,"Father","man",248,0.0272617346,,103,1366
"Starship Troopers",1997,"General Owen","man",117,0.0128613829,55,103,1366
"Starship Troopers",1997,"Jean Rasczak","man",993,0.1091568649,47,103,1366
"Starship Troopers",1997,"Johnny Rico","man",2505,0.2753655051,29,103,1366
"Starship Troopers",1997,"Kitten Smith","man",177,0.0194569638,25,103,1366
"Starship Troopers",1997,"Lt. Carmen Iban","woman",1270,0.1396064637,26,103,1366
"Starship Troopers",1997,"Net Corresponde","man",150,0.0164889524,39,103,1366
"Starship Troopers",1997,"Sgt. Zim","man",574,0.0630977245,38,103,1366
"Starship Troopers",1997,"Voice Heard On ","man",537,0.0590304496,53,103,1366
"Starship Troopers",1997,"Young Mother","woman",194,0.0213257118,,103,1366
"Starship Troopers",1997,"Zander Barcalow","man",585,0.0643069144,29,103,1366
"State and Main",2000,"Ann","woman",1323,0.1226931281,35,11,1367
"State and Main",2000,"Billy On Bike","man",194,0.0179912826,,11,1367
"State and Main",2000,"Bob Barrenger","man",559,0.0518408606,42,11,1367
"State and Main",2000,"Carla","woman",158,0.0146526941,19,11,1367
"State and Main",2000,"Claire Wellesle","woman",456,0.0422887879,35,11,1367
"State and Main",2000,"Doc Wilson","man",192,0.0178058054,80,11,1367
"State and Main",2000,"Doug Mackenzie","man",1088,0.1008995641,38,11,1367
"State and Main",2000,"Jack","man",175,0.0162292497,52,11,1367
"State and Main",2000,"Joseph Turner W","man",1591,0.1475470648,33,11,1367
"State and Main",2000,"Marty Rossen","man",1199,0.1111935454,46,11,1367
"State and Main",2000,"Mayor George Ba","man",289,0.0268014467,77,11,1367
"State and Main",2000,"Officer Cal Tho","man",194,0.0179912826,45,11,1367
"State and Main",2000,"Scott","man",166,0.0153946026,,11,1367
"State and Main",2000,"Sherry Bailey","woman",245,0.0227209496,51,11,1367
"State and Main",2000,"Spud","man",106,0.0098302884,,11,1367
"State and Main",2000,"Uberto Pazzi-Sf","man",144,0.0133543541,50,11,1367
"State and Main",2000,"Walt Price","man",2704,0.2507650932,50,11,1367
"Station West",1948,"Capt. George Il","man",1053,0.1147809026,58,,1369
"Station West",1948,"Charlene - Aka ","woman",1581,0.1723348594,24,,1369
"Station West",1948,"Cook","man",102,0.011118378,62,,1369
"Station West",1948,"Jim Goddard","man",120,0.0130804447,50,,1369
"Station West",1948,"John Haven","man",3976,0.4333987356,44,,1369
"Station West",1948,"Manager","man",143,0.01558753,,,1369
"Station West",1948,"Mark Bristow","man",592,0.064530194,31,,1369
"Station West",1948,"Mary Caslon","woman",395,0.0430564639,48,,1369
"Station West",1948,"Orville","man",365,0.0397863527,,,1369
"Station West",1948,"Pete","man",224,0.0244168302,40,,1369
"Station West",1948,"Prince","man",436,0.0475256159,38,,1369
"Station West",1948,"Second Lt. Stel","man",187,0.020383693,29,,1369
"The Sting",1973,"Benny Garfield","man",164,0.026002854,63,786,1370
"The Sting",1973,"Billie","woman",216,0.0342476613,41,786,1370
"The Sting",1973,"Combs","man",163,0.0258443,51,786,1370
"The Sting",1973,"Doyle Lonnegan","man",899,0.1425400349,46,786,1370
"The Sting",1973,"Erie Kid","man",237,0.0375772951,35,786,1370
"The Sting",1973,"F.B.I. Agent Po","man",507,0.0803868717,46,786,1370
"The Sting",1973,"Floyd - Bodygua","man",136,0.0215633423,37,786,1370
"The Sting",1973,"Granger","man",101,0.0160139528,48,786,1370
"The Sting",1973,"Henry Gondorff","man",1598,0.2533692722,48,786,1370
"The Sting",1973,"J.J. Singleton","man",249,0.0394799429,59,786,1370
"The Sting",1973,"Johnny Hooker","man",1043,0.1653718091,37,786,1370
"The Sting",1973,"Kid Twist","man",201,0.0318693515,50,786,1370
"The Sting",1973,"Lt. Wm. Snyder","man",331,0.0524813699,50,786,1370
"The Sting",1973,"Luther Coleman","man",250,0.0396384969,63,786,1370
"The Sting",1973,"Stranger","man",212,0.0336134454,,786,1370
"Starman",1984,"Benny","man",103,0.0157036134,,74,1371
"Starman",1984,"Cook","man",249,0.0379631041,47,74,1371
"Starman",1984,"Dr. Bergen","man",226,0.034456472,,74,1371
"Starman",1984,"George Fox","man",548,0.0835493215,58,74,1371
"Starman",1984,"Jenny Hayden","woman",2421,0.369111145,33,74,1371
"Starman",1984,"Lyman","man",239,0.0364384815,,74,1371
"Starman",1984,"Major Bell","man",346,0.0527519439,47,74,1371
"Starman",1984,"Mark Shermin","man",1154,0.1759414545,31,74,1371
"Starman",1984,"Starman","man",1273,0.1940844641,35,74,1371
"Stir of Echoes",1999,"Adam Mccarthy","man",292,0.0270245257,20,36,1373
"Stir of Echoes",1999,"Dorothy","woman",299,0.0276723739,,36,1373
"Stir of Echoes",1999,"Elizabeth","woman",339,0.0313743637,,36,1373
"Stir of Echoes",1999,"Frank Mccarthy","man",935,0.086534012,43,36,1373
"Stir of Echoes",1999,"Harry Damon","man",304,0.0281351226,43,36,1373
"Stir of Echoes",1999,"Jake Witzky","man",351,0.0324849607,5,36,1373
"Stir of Echoes",1999,"Kurt Damon","man",373,0.0345210551,,36,1373
"Stir of Echoes",1999,"Lenny","man",135,0.0124942156,,36,1373
"Stir of Echoes",1999,"Maggie Witzky","woman",2095,0.1938917168,34,36,1373
"Stir of Echoes",1999,"Neil The Cop","man",550,0.05090236,,36,1373
"Stir of Echoes",1999,"Philip","man",844,0.0781119852,,36,1373
"Stir of Echoes",1999,"Samantha Kozac","woman",126,0.0116612679,20,36,1373
"Stir of Echoes",1999,"Sheila Mccarthy","woman",160,0.0148079593,,36,1373
"Stir of Echoes",1999,"Tom Witzky","man",3868,0.3579824155,41,36,1373
"Stir of Echoes",1999,"Vanessa Damon","woman",134,0.0124016659,,36,1373
"Sweet Smell of Success",1957,"Al Evans","man",106,0.0069503639,37,,1387
"Sweet Smell of Success",1957,"Frank D' Angelo","man",838,0.0549472166,52,,1387
"Sweet Smell of Success",1957,"J.J. Hunsecker","man",4217,0.2765064586,44,,1387
"Sweet Smell of Success",1957,"Joe Robard","man",119,0.007802767,39,,1387
"Sweet Smell of Success",1957,"Leo Bartha","man",245,0.0160645204,38,,1387
"Sweet Smell of Success",1957,"Lt. Harry Kello","man",328,0.0215067864,47,,1387
"Sweet Smell of Success",1957,"Mary","woman",271,0.0177693266,46,,1387
"Sweet Smell of Success",1957,"Otis Elwell","man",225,0.0147531309,41,,1387
"Sweet Smell of Success",1957,"Rita","woman",402,0.0263589273,29,,1387
"Sweet Smell of Success",1957,"Sally","woman",234,0.0153432562,36,,1387
"Sweet Smell of Success",1957,"Sidney Falco","man",4996,0.3275850764,32,,1387
"Sweet Smell of Success",1957,"Steve Dallas","man",1343,0.0880597994,26,,1387
"Sweet Smell of Success",1957,"Susan Hunsecker","woman",1707,0.1119270867,19,,1387
"Sweet Smell of Success",1957,"Wife","woman",220,0.0144252836,,,1387
"TMNT",2007,"April O'Neil","woman",863,0.0910914081,30,68,1389
"TMNT",2007,"Casey","man",1365,0.1440785307,26,68,1389
"TMNT",2007,"Donatello","man",934,0.0985856027,43,68,1389
"TMNT",2007,"General Aguila","man",370,0.0390542537,43,68,1389
"TMNT",2007,"Karai","woman",363,0.0383153895,28,68,1389
"TMNT",2007,"Leonardo","man",834,0.088030399,38,68,1389
"TMNT",2007,"Michelangelo","man",1053,0.1111462951,,68,1389
"TMNT",2007,"Raphael","man",1370,0.1446062909,37,68,1389
"TMNT",2007,"Splinter","man",895,0.0944690733,74,68,1389
"TMNT",2007,"Winters","man",1427,0.150622757,67,68,1389
"Taking Lives",2004,"Costa","man",2208,0.2234139431,34,45,1391
"Taking Lives",2004,"Dan","man",297,0.0300516038,,45,1391
"Taking Lives",2004,"Director Gillet","man",578,0.0584842659,,45,1391
"Taking Lives",2004,"Grace","woman",5023,0.5082464839,,45,1391
"Taking Lives",2004,"Inspector Reyna","man",285,0.0288373976,,45,1391
"Taking Lives",2004,"Medical Examine","woman",309,0.03126581,34,45,1391
"Taking Lives",2004,"Mrs. Asher","woman",1021,0.1033087119,74,45,1391
"Taking Lives",2004,"Woman","woman",162,0.0163917839,,45,1391
"TRON",1982,"Crom","man",126,0.0369068541,32,97,1393
"TRON",1982,"Dumont","man",324,0.0949033392,67,97,1393
"TRON",1982,"Ed Dillinger","man",647,0.1895137668,41,97,1393
"TRON",1982,"Kevin Flynn","man",1343,0.3933801992,33,97,1393
"TRON",1982,"Ram","man",267,0.0782073814,26,97,1393
"TRON",1982,"Tron","man",449,0.1315172818,32,97,1393
"TRON",1982,"Yori","woman",258,0.0755711775,28,97,1393
"Tall in the Saddle",1944,"Judge' Robert ","man",814,0.0892250356,41,,1394
"Tall in the Saddle",1944,"Arleta 'Arly' H","woman",862,0.0944864628,24,,1394
"Tall in the Saddle",1944,"Bob Clews","man",221,0.0242244876,43,,1394
"Tall in the Saddle",1944,"Cap - Bartender","man",233,0.0255398443,46,,1394
"Tall in the Saddle",1944,"Clara Cardell","woman",475,0.0520662063,22,,1394
"Tall in the Saddle",1944,"Clint Harolday","man",374,0.0409952866,27,,1394
"Tall in the Saddle",1944,"Dave","man",1654,0.181300011,59,,1394
"Tall in the Saddle",1944,"Doc Riding","man",119,0.0130439548,64,,1394
"Tall in the Saddle",1944,"George Clews","man",106,0.011618985,55,,1394
"Tall in the Saddle",1944,"Harolday","man",673,0.0737695933,39,,1394
"Tall in the Saddle",1944,"Miss Elizabeth ","woman",836,0.0916365231,57,,1394
"Tall in the Saddle",1944,"Rocklin","man",2241,0.2456428806,37,,1394
"Tall in the Saddle",1944,"Sheriff Jackson","man",406,0.0445029047,52,,1394
"Tall in the Saddle",1944,"Stan - Depot Ma","man",109,0.0119478242,55,,1394
"Thirteen Days",2000,"Adlai Stevenson","man",412,0.0328208396,66,55,1401
"Thirteen Days",2000,"Adm. George And","man",136,0.0108340636,57,55,1401
"Thirteen Days",2000,"Admiral","man",325,0.0258902254,,55,1401
"Thirteen Days",2000,"Anotoly Dobriny","man",137,0.0109137258,50,55,1401
"Thirteen Days",2000,"Bobby","man",1385,0.1103321915,,55,1401
"Thirteen Days",2000,"Cmdr. William B","man",258,0.0205528559,45,55,1401
"Thirteen Days",2000,"Dean Acheson","man",280,0.022305425,61,55,1401
"Thirteen Days",2000,"Dean Rusk","man",484,0.0385565204,,55,1401
"Thirteen Days",2000,"Gen. Curtis Lem","man",370,0.0294750259,58,55,1401
"Thirteen Days",2000,"Gen. Maxwell Ta","man",653,0.0520194376,53,55,1401
"Thirteen Days",2000,"Helen O'Donnell","woman",136,0.0108340636,46,55,1401
"Thirteen Days",2000,"John Mccone","man",456,0.0363259779,63,55,1401
"Thirteen Days",2000,"John Scali","man",145,0.0115510237,49,55,1401
"Thirteen Days",2000,"Kenny O'Donnell","man",3216,0.2561937385,45,55,1401
"Thirteen Days",2000,"Mcgeorge Bundy","man",320,0.0254919143,,55,1401
"Thirteen Days",2000,"Reston","man",217,0.0172867044,,55,1401
"Thirteen Days",2000,"Robert Mcnamara","man",878,0.0699434398,41,55,1401
"Thirteen Days",2000,"The President","man",2561,0.2040149765,,55,1401
"Thirteen Days",2000,"Valerian Zorin","man",184,0.0146578507,57,55,1401
"This Boy's Life",1993,"Arch Cook","man",174,0.0120690851,,8,1406
"This Boy's Life",1993,"Arthur Gayle","man",874,0.0606228758,18,8,1406
"This Boy's Life",1993,"Caroline","woman",3572,0.2477630575,39,8,1406
"This Boy's Life",1993,"Dwight","man",4819,0.3342581674,50,8,1406
"This Boy's Life",1993,"Jerry Huff","man",113,0.0078379691,22,8,1406
"This Boy's Life",1993,"Mr. Howard","man",170,0.0117916349,44,8,1406
"This Boy's Life",1993,"Norma","woman",217,0.0150516751,22,8,1406
"This Boy's Life",1993,"Pearl","woman",304,0.0210862177,13,8,1406
"This Boy's Life",1993,"Roy","man",139,0.0096413956,42,8,1406
"This Boy's Life",1993,"Terry Taylor","man",110,0.0076298814,20,8,1406
"This Boy's Life",1993,"Toby","man",3925,0.2722480405,19,8,1406
"Ticker",2001,"Alex Swan","man",103,0.0292696789,65,,1407
"Ticker",2001,"Bev","woman",101,0.0287013356,,,1407
"Ticker",2001,"Det. Art 'Fuzzy","man",171,0.0485933504,28,,1407
"Ticker",2001,"Det. Artie Pluc","man",154,0.0437624325,36,,1407
"Ticker",2001,"Frank Glass","man",1191,0.3384484228,49,,1407
"Ticker",2001,"Mary","woman",105,0.0298380222,,,1407
"Ticker",2001,"Pooch","man",255,0.0724637681,42,,1407
"Ticker",2001,"Reilly","man",1024,0.290991759,,,1407
"Ticker",2001,"Winters","man",415,0.1179312305,,,1407
"3 Men and a Baby",1987,"Graton","man",546,0.0420064625,,373,1408
"3 Men and a Baby",1987,"Grocery Store C","man",189,0.0145406986,24,373,1408
"3 Men and a Baby",1987,"Jack Holden","man",3646,0.280504693,40,373,1408
"3 Men and a Baby",1987,"Jerry","man",196,0.015079243,,373,1408
"3 Men and a Baby",1987,"Michael Kellam","man",1630,0.1254039083,29,373,1408
"3 Men and a Baby",1987,"Mrs. Bretsaws","man",304,0.0233882136,,373,1408
"3 Men and a Baby",1987,"Natalie","woman",164,0.0126173257,,373,1408
"3 Men and a Baby",1987,"Paul Milner","man",252,0.0193875981,,373,1408
"3 Men and a Baby",1987,"Peter Mitchell","man",5603,0.4310663179,42,373,1408
"3 Men and a Baby",1987,"Sylvia Benningt","woman",354,0.0272349592,26,373,1408
"3 Men and a Baby",1987,"Woman At Gift S","woman",114,0.0087705801,63,373,1408
"Thunderheart",1992,"Brooks","man",140,0.0159981716,,47,1409
"Thunderheart",1992,"Clear Moon","man",122,0.0139412639,,47,1409
"Thunderheart",1992,"Frank Coutelle","man",1959,0.2238601303,49,47,1409
"Thunderheart",1992,"Grandpa Sam Rea","man",157,0.0179408068,73,47,1409
"Thunderheart",1992,"Jimmy Looks Twi","man",110,0.012569992,46,47,1409
"Thunderheart",1992,"Maggie Eagle Be","woman",612,0.0699348646,32,47,1409
"Thunderheart",1992,"Ray Levoi","man",2700,0.3085361673,33,47,1409
"Thunderheart",1992,"Sherman","man",113,0.01291281,,47,1409
"Thunderheart",1992,"Tully","man",126,0.0143983545,,47,1409
"Thunderheart",1992,"Walter Crow Hor","man",2363,0.2700262827,40,47,1409
"Thunderheart",1992,"Yellow Bird","man",349,0.0398811564,,47,1409
"Tin Cup",1996,"Cbs Announcer","man",197,0.0166076547,,106,1412
"Tin Cup",1996,"Clint","man",197,0.0166076547,61,106,1412
"Tin Cup",1996,"David Simms","man",923,0.0778114989,47,106,1412
"Tin Cup",1996,"Doreen","woman",762,0.0642387456,,106,1412
"Tin Cup",1996,"Dr. Molly Grisw","woman",1924,0.1621986174,42,106,1412
"Tin Cup",1996,"Earl","man",315,0.0265553869,51,106,1412
"Tin Cup",1996,"Romeo Posar","man",1812,0.1527567021,50,106,1412
"Tin Cup",1996,"Roy Mcavoy","man",5732,0.4832237397,41,106,1412
"Tin Men",1987,"Bagel","man",178,0.0088390108,42,56,1414
"Tin Men",1987,"Bill 'Bb' Babow","man",4821,0.2393981527,40,56,1414
"Tin Men",1987,"Carly","man",258,0.0128116,40,56,1414
"Tin Men",1987,"Ernest Tilley","man",6903,0.342784785,43,56,1414
"Tin Men",1987,"Gil","man",352,0.0174793922,56,56,1414
"Tin Men",1987,"Looney","man",741,0.0367961069,31,56,1414
"Tin Men",1987,"Masters","man",798,0.0396265766,56,56,1414
"Tin Men",1987,"Moe Adams","man",1122,0.0557155626,47,56,1414
"Tin Men",1987,"Mouse","man",288,0.0143013209,38,56,1414
"Tin Men",1987,"Nora Tilley","woman",1809,0.0898301718,39,56,1414
"Tin Men",1987,"Sam","man",1853,0.0920150958,61,56,1414
"Tin Men",1987,"Stanley","man",201,0.0099811302,35,56,1414
"Tin Men",1987,"Wing","man",814,0.0404210944,44,56,1414
"Toy Story",1995,"Andy","man",324,0.0522243714,11,61,1421
"Toy Story",1995,"Bo Peep","woman",167,0.0269181173,43,61,1421
"Toy Story",1995,"Buzz Lightyear","man",1244,0.2005157963,42,61,1421
"Toy Story",1995,"Hamm","man",225,0.0362669246,48,61,1421
"Toy Story",1995,"Hannah","woman",107,0.0172469375,9,61,1421
"Toy Story",1995,"Mr. Potato Head","man",406,0.0654416505,69,61,1421
"Toy Story",1995,"Mrs. Davis","woman",249,0.0401353965,40,61,1421
"Toy Story",1995,"Rex","man",384,0.0618955513,52,61,1421
"Toy Story",1995,"Sid","man",379,0.0610896196,13,61,1421
"Toy Story",1995,"Slinky Dog","man",221,0.0356221792,46,61,1421
"Toy Story",1995,"Woody","man",2498,0.4026434558,39,61,1421
"Traffic",2000,"Anna","woman",119,0.0120262759,,200,1423
"Traffic",2000,"Arnie Metzger","man",607,0.0613441132,46,200,1423
"Traffic",2000,"Attorney Michae","man",128,0.0129358262,53,200,1423
"Traffic",2000,"Barbara Wakefie","woman",364,0.0367862557,47,200,1423
"Traffic",2000,"Carlos Ayala","man",113,0.011419909,44,200,1423
"Traffic",2000,"Caroline Wakefi","woman",987,0.0997473471,18,200,1423
"Traffic",2000,"Customs Officia","man",318,0.0321374432,,200,1423
"Traffic",2000,"Francisco Flore","man",222,0.0224355735,30,200,1423
"Traffic",2000,"General Arturo ","man",591,0.0597271349,67,200,1423
"Traffic",2000,"Helena Ayala","woman",1208,0.1220818595,31,200,1423
"Traffic",2000,"Javier Rodrigue","man",657,0.0663971703,33,200,1423
"Traffic",2000,"Jeff Sheridan","man",233,0.0235472461,46,200,1423
"Traffic",2000,"Manolo Sanchez","man",269,0.0271854472,29,200,1423
"Traffic",2000,"Marquez","man",281,0.0283981809,,200,1423
"Traffic",2000,"Montel Gordon","man",411,0.0415361294,36,200,1423
"Traffic",2000,"Prosecutor Ben ","man",105,0.0106114199,46,200,1423
"Traffic",2000,"Ray Castro","man",297,0.0300151592,44,200,1423
"Traffic",2000,"Robert Wakefiel","man",1749,0.1767559373,56,200,1423
"Traffic",2000,"Ruiz'S Secretar","woman",514,0.051945427,,200,1423
"Traffic",2000,"Seth Abrahms","man",722,0.0729661445,22,200,1423
"Tropic Thunder",2008,"Alpa Chino - Ho","man",1058,0.0998961382,24,133,1428
"Tropic Thunder",2008,"Cody - Vietnam ","man",496,0.046832216,32,133,1428
"Tropic Thunder",2008,"Damien Cockburn","man",991,0.0935700123,43,133,1428
"Tropic Thunder",2008,"Four Leaf Tayba","man",1091,0.1030119913,67,133,1428
"Tropic Thunder",2008,"Jeff Portnoy - ","man",742,0.0700594845,39,133,1428
"Tropic Thunder",2008,"Julie","woman",295,0.0278538382,,133,1428
"Tropic Thunder",2008,"Kevin Sandusky ","man",1303,0.1230289869,26,133,1428
"Tropic Thunder",2008,"Kirk Lazarus","man",1503,0.141912945,43,133,1428
"Tropic Thunder",2008,"Osiris","man",173,0.0163346237,,133,1428
"Tropic Thunder",2008,"Rick Peck - Pec","man",423,0.0399395713,39,133,1428
"Tropic Thunder",2008,"Tran - Flaming ","man",178,0.0168067227,13,133,1428
"Tropic Thunder",2008,"Tugg Speedman -","man",2338,0.2207534699,43,133,1428
"The Truman Show",1998,"Chloe","woman",268,0.051578137,,233,1434
"The Truman Show",1998,"Christof","man",1521,0.2927251732,48,233,1434
"The Truman Show",1998,"Lawrence","man",120,0.0230946882,33,233,1434
"The Truman Show",1998,"Marlon","man",752,0.1447267129,33,233,1434
"The Truman Show",1998,"Meryl Burbank","woman",402,0.0773672055,34,233,1434
"The Truman Show",1998,"Truman Burbank","man",2133,0.4105080831,36,233,1434
