story,lowercase,pos,count
03: The Night Rhonda Ferguson Was Killed,back,JJ,5
03: The Night Rhonda Ferguson Was Killed,back,NN,6
03: The Night Rhonda Ferguson Was Killed,back,RB,26
03: The Night Rhonda Ferguson Was Killed,back,RP,1
03: The Night Rhonda Ferguson Was Killed,back,VB,1
03: The Night Rhonda Ferguson Was Killed,backed,VBD,1
03: The Night Rhonda Ferguson Was Killed,backward,RB,1
03: The Night Rhonda Ferguson Was Killed,bad,JJ,2
03: The Night Rhonda Ferguson Was Killed,bama,NNP,1
03: The Night Rhonda Ferguson Was Killed,baptist,NNP,1
03: The Night Rhonda Ferguson Was Killed,bark,VB,1
03: The Night Rhonda Ferguson Was Killed,bartlett,NNP,3
03: The Night Rhonda Ferguson Was Killed,basement,NN,3
03: The Night Rhonda Ferguson Was Killed,be,VB,20
03: The Night Rhonda Ferguson Was Killed,beans,NNS,1
03: The Night Rhonda Ferguson Was Killed,bear,NN,2
03: The Night Rhonda Ferguson Was Killed,beautiful,JJ,1
03: The Night Rhonda Ferguson Was Killed,became,VBD,2
03: The Night Rhonda Ferguson Was Killed,because,IN,8
03: The Night Rhonda Ferguson Was Killed,bed,NN,7
03: The Night Rhonda Ferguson Was Killed,bedded,VBD,1
03: The Night Rhonda Ferguson Was Killed,bedpost,NN,1
03: The Night Rhonda Ferguson Was Killed,beds,NNS,1
03: The Night Rhonda Ferguson Was Killed,been,VBN,16
03: The Night Rhonda Ferguson Was Killed,before,IN,9
03: The Night Rhonda Ferguson Was Killed,before,RB,2
03: The Night Rhonda Ferguson Was Killed,began,VBD,11
03: The Night Rhonda Ferguson Was Killed,beginning,VBG,2
03: The Night Rhonda Ferguson Was Killed,begun,VBN,3
03: The Night Rhonda Ferguson Was Killed,behind,IN,11
03: The Night Rhonda Ferguson Was Killed,behind,RB,1
03: The Night Rhonda Ferguson Was Killed,bein,NN,2
03: The Night Rhonda Ferguson Was Killed,being,VBG,2
03: The Night Rhonda Ferguson Was Killed,believe,VB,1
03: The Night Rhonda Ferguson Was Killed,bell,NN,1
03: The Night Rhonda Ferguson Was Killed,belonged,VBD,2
03: The Night Rhonda Ferguson Was Killed,ben,NNP,1
03: The Night Rhonda Ferguson Was Killed,bent,JJ,1
03: The Night Rhonda Ferguson Was Killed,beside,IN,8
03: The Night Rhonda Ferguson Was Killed,besides,IN,2
03: The Night Rhonda Ferguson Was Killed,best,JJS,4
03: The Night Rhonda Ferguson Was Killed,best,RB,1
03: The Night Rhonda Ferguson Was Killed,best,RBS,1
03: The Night Rhonda Ferguson Was Killed,bet,VBP,3
03: The Night Rhonda Ferguson Was Killed,better,JJR,3
03: The Night Rhonda Ferguson Was Killed,better,RB,2
03: The Night Rhonda Ferguson Was Killed,better,RBR,1
03: The Night Rhonda Ferguson Was Killed,between,IN,1
03: The Night Rhonda Ferguson Was Killed,beyond,IN,2
03: The Night Rhonda Ferguson Was Killed,bible,NNP,1
03: The Night Rhonda Ferguson Was Killed,big,JJ,1
03: The Night Rhonda Ferguson Was Killed,biggest,JJS,1
03: The Night Rhonda Ferguson Was Killed,bill,NN,1
03: The Night Rhonda Ferguson Was Killed,birds,NNS,2
03: The Night Rhonda Ferguson Was Killed,biscuits,NNS,1
03: The Night Rhonda Ferguson Was Killed,bit,NN,1
03: The Night Rhonda Ferguson Was Killed,bitch,NN,6
03: The Night Rhonda Ferguson Was Killed,bitches,NNS,1
03: The Night Rhonda Ferguson Was Killed,bits,NNS,1
03: The Night Rhonda Ferguson Was Killed,blah-blah-blah,JJ,1
03: The Night Rhonda Ferguson Was Killed,blah-blah-blah,NN,1
03: The Night Rhonda Ferguson Was Killed,blew,VBD,3
03: The Night Rhonda Ferguson Was Killed,block,NN,2
03: The Night Rhonda Ferguson Was Killed,blocked,VBN,1
03: The Night Rhonda Ferguson Was Killed,blocks,NNS,3
03: The Night Rhonda Ferguson Was Killed,blouse,NN,4
03: The Night Rhonda Ferguson Was Killed,bob,NNP,1
03: The Night Rhonda Ferguson Was Killed,body,NN,1
03: The Night Rhonda Ferguson Was Killed,bony,JJ,1
03: The Night Rhonda Ferguson Was Killed,booklike,JJ,1
03: The Night Rhonda Ferguson Was Killed,books,NNS,3
03: The Night Rhonda Ferguson Was Killed,booty,NN,1
03: The Night Rhonda Ferguson Was Killed,bored,JJ,1
03: The Night Rhonda Ferguson Was Killed,borne,VBN,1
03: The Night Rhonda Ferguson Was Killed,both,CC,2
03: The Night Rhonda Ferguson Was Killed,both,DT,2
03: The Night Rhonda Ferguson Was Killed,bottom,JJ,1
03: The Night Rhonda Ferguson Was Killed,bottom,NN,1
03: The Night Rhonda Ferguson Was Killed,bouncing,VBG,2
03: The Night Rhonda Ferguson Was Killed,bouquet,VBN,1
03: The Night Rhonda Ferguson Was Killed,bout,NN,1
03: The Night Rhonda Ferguson Was Killed,box,NN,2
03: The Night Rhonda Ferguson Was Killed,boxes,NNS,8
03: The Night Rhonda Ferguson Was Killed,boy,NN,18
03: The Night Rhonda Ferguson Was Killed,boyfriend,NN,2
03: The Night Rhonda Ferguson Was Killed,boys,NNS,5
03: The Night Rhonda Ferguson Was Killed,brain,NN,1
03: The Night Rhonda Ferguson Was Killed,brains,NNS,1
03: The Night Rhonda Ferguson Was Killed,braked,VBD,1
03: The Night Rhonda Ferguson Was Killed,breath,NN,1
03: The Night Rhonda Ferguson Was Killed,brick,NN,1
03: The Night Rhonda Ferguson Was Killed,brightness,NN,1
03: The Night Rhonda Ferguson Was Killed,bring,VB,1
03: The Night Rhonda Ferguson Was Killed,bringing,VBG,1
03: The Night Rhonda Ferguson Was Killed,broken,VBN,1
03: The Night Rhonda Ferguson Was Killed,brother,NN,3
03: The Night Rhonda Ferguson Was Killed,brother-in-law,NN,6
03: The Night Rhonda Ferguson Was Killed,brother-inlaw,NN,1
03: The Night Rhonda Ferguson Was Killed,brotherin-law,NN,1
03: The Night Rhonda Ferguson Was Killed,brothers,NNPS,1
03: The Night Rhonda Ferguson Was Killed,brothers,NNS,1
03: The Night Rhonda Ferguson Was Killed,brown,JJ,1
03: The Night Rhonda Ferguson Was Killed,brushed,VBD,1
03: The Night Rhonda Ferguson Was Killed,bucks,NNS,3
03: The Night Rhonda Ferguson Was Killed,building,NN,1
03: The Night Rhonda Ferguson Was Killed,buildings,NNS,1
03: The Night Rhonda Ferguson Was Killed,bulb,NN,1
03: The Night Rhonda Ferguson Was Killed,bus,NN,2
03: The Night Rhonda Ferguson Was Killed,business,NN,2
03: The Night Rhonda Ferguson Was Killed,but,CC,36
03: The Night Rhonda Ferguson Was Killed,butt,NN,1
03: The Night Rhonda Ferguson Was Killed,buttoning,VBG,1
03: The Night Rhonda Ferguson Was Killed,butts,NNS,1
03: The Night Rhonda Ferguson Was Killed,buzzing,VBG,1
03: The Night Rhonda Ferguson Was Killed,by,IN,14
03: The Night Rhonda Ferguson Was Killed,c,NNP,2
03: The Night Rhonda Ferguson Was Killed,ca,MD,1
03: The Night Rhonda Ferguson Was Killed,cab,NN,1
03: The Night Rhonda Ferguson Was Killed,call,NN,1
03: The Night Rhonda Ferguson Was Killed,call,VB,3
03: The Night Rhonda Ferguson Was Killed,call,VBP,2
03: The Night Rhonda Ferguson Was Killed,called,VBD,5
03: The Night Rhonda Ferguson Was Killed,called,VBN,1
03: The Night Rhonda Ferguson Was Killed,callin,NN,1
03: The Night Rhonda Ferguson Was Killed,calling,VBG,1
03: The Night Rhonda Ferguson Was Killed,calmed,VBD,1
03: The Night Rhonda Ferguson Was Killed,calmer,JJR,1
03: The Night Rhonda Ferguson Was Killed,calmly,RB,1
03: The Night Rhonda Ferguson Was Killed,came,VBD,12
03: The Night Rhonda Ferguson Was Killed,camera,NN,1
03: The Night Rhonda Ferguson Was Killed,can,MD,7
03: The Night Rhonda Ferguson Was Killed,candy,NN,3
03: The Night Rhonda Ferguson Was Killed,capitol,NNP,2
03: The Night Rhonda Ferguson Was Killed,car,NN,42
03: The Night Rhonda Ferguson Was Killed,cardozo,NNP,3
03: The Night Rhonda Ferguson Was Killed,care,NN,2
03: The Night Rhonda Ferguson Was Killed,carolina,NNP,1
03: The Night Rhonda Ferguson Was Killed,carpet,NN,1
03: The Night Rhonda Ferguson Was Killed,carried,VBD,3
03: The Night Rhonda Ferguson Was Killed,cars,NNS,2
03: The Night Rhonda Ferguson Was Killed,cartwrighfi,NNP,1
03: The Night Rhonda Ferguson Was Killed,caru,NNP,1
03: The Night Rhonda Ferguson Was Killed,cas,SYM,1
03: The Night Rhonda Ferguson Was Killed,cassandra,NNP,130
03: The Night Rhonda Ferguson Was Killed,cat,NN,1
03: The Night Rhonda Ferguson Was Killed,catch,VB,1
03: The Night Rhonda Ferguson Was Killed,catch,VBP,1
03: The Night Rhonda Ferguson Was Killed,caught,VBN,1
03: The Night Rhonda Ferguson Was Killed,cause,NN,2
03: The Night Rhonda Ferguson Was Killed,cause,VB,8
03: The Night Rhonda Ferguson Was Killed,center,NN,1
03: The Night Rhonda Ferguson Was Killed,cept,VB,1
03: The Night Rhonda Ferguson Was Killed,certain,JJ,1
03: The Night Rhonda Ferguson Was Killed,chair,NN,1
03: The Night Rhonda Ferguson Was Killed,chance,NN,1
03: The Night Rhonda Ferguson Was Killed,change,NN,3
03: The Night Rhonda Ferguson Was Killed,change,VB,1
03: The Night Rhonda Ferguson Was Killed,changed,VBD,2
03: The Night Rhonda Ferguson Was Killed,chaos,NN,1
03: The Night Rhonda Ferguson Was Killed,charge,NN,1
03: The Night Rhonda Ferguson Was Killed,chase,NNP,1
03: The Night Rhonda Ferguson Was Killed,cheaper,JJR,1
03: The Night Rhonda Ferguson Was Killed,cheatin,VBP,1
03: The Night Rhonda Ferguson Was Killed,cheek,NN,2
03: The Night Rhonda Ferguson Was Killed,cheerin,NN,1
03: The Night Rhonda Ferguson Was Killed,chess,NN,1
03: The Night Rhonda Ferguson Was Killed,chesterfield,NNP,3
03: The Night Rhonda Ferguson Was Killed,chesterfields,NNS,1
03: The Night Rhonda Ferguson Was Killed,chevy,NNP,1
03: The Night Rhonda Ferguson Was Killed,chicken,NN,1
03: The Night Rhonda Ferguson Was Killed,chickens,NNS,4
03: The Night Rhonda Ferguson Was Killed,child,NN,4
03: The Night Rhonda Ferguson Was Killed,children,NNS,3
03: The Night Rhonda Ferguson Was Killed,chilly,JJ,1
03: The Night Rhonda Ferguson Was Killed,choir,NN,3
03: The Night Rhonda Ferguson Was Killed,choir,NNP,2
03: The Night Rhonda Ferguson Was Killed,christmas,NNP,1
03: The Night Rhonda Ferguson Was Killed,chump,JJ,1
03: The Night Rhonda Ferguson Was Killed,church,NN,1
03: The Night Rhonda Ferguson Was Killed,cigarette,NN,6
03: The Night Rhonda Ferguson Was Killed,cigarettes,NNS,4
03: The Night Rhonda Ferguson Was Killed,city,NN,1
03: The Night Rhonda Ferguson Was Killed,class,NN,1
03: The Night Rhonda Ferguson Was Killed,clear,JJ,1
03: The Night Rhonda Ferguson Was Killed,clifton,NNP,7
03: The Night Rhonda Ferguson Was Killed,climbed,VBD,1
03: The Night Rhonda Ferguson Was Killed,clinging,VBG,1
03: The Night Rhonda Ferguson Was Killed,clock,NN,2
03: The Night Rhonda Ferguson Was Killed,close,JJ,3
03: The Night Rhonda Ferguson Was Killed,close,RB,1
03: The Night Rhonda Ferguson Was Killed,closed,VBD,2
03: The Night Rhonda Ferguson Was Killed,clothes,NNS,1
03: The Night Rhonda Ferguson Was Killed,cocoa,NN,1
03: The Night Rhonda Ferguson Was Killed,cold,JJ,1
03: The Night Rhonda Ferguson Was Killed,collapsing,VBG,1
03: The Night Rhonda Ferguson Was Killed,come,VB,10
03: The Night Rhonda Ferguson Was Killed,come,VBN,1
03: The Night Rhonda Ferguson Was Killed,comfortable,JJ,1
03: The Night Rhonda Ferguson Was Killed,comin,NN,1
03: The Night Rhonda Ferguson Was Killed,comin,VBP,1
03: The Night Rhonda Ferguson Was Killed,coming,VBG,6
03: The Night Rhonda Ferguson Was Killed,compartment,NN,2
03: The Night Rhonda Ferguson Was Killed,completely,RB,2
03: The Night Rhonda Ferguson Was Killed,confidently,RB,1
03: The Night Rhonda Ferguson Was Killed,containing,VBG,1
03: The Night Rhonda Ferguson Was Killed,continued,VBD,7
03: The Night Rhonda Ferguson Was Killed,contract,NN,3
03: The Night Rhonda Ferguson Was Killed,contracts,NNS,1
03: The Night Rhonda Ferguson Was Killed,corner,NN,6
03: The Night Rhonda Ferguson Was Killed,couch,NN,4
03: The Night Rhonda Ferguson Was Killed,cough,VB,1
03: The Night Rhonda Ferguson Was Killed,could,MD,16
03: The Night Rhonda Ferguson Was Killed,counted,VBD,1
03: The Night Rhonda Ferguson Was Killed,counter,NN,1
03: The Night Rhonda Ferguson Was Killed,counting,VBG,1
03: The Night Rhonda Ferguson Was Killed,country,NN,2
03: The Night Rhonda Ferguson Was Killed,cousin,NN,3
03: The Night Rhonda Ferguson Was Killed,cows,NNS,3
03: The Night Rhonda Ferguson Was Killed,crannies,NNS,1
03: The Night Rhonda Ferguson Was Killed,crash,NN,1
03: The Night Rhonda Ferguson Was Killed,cross,VB,1
03: The Night Rhonda Ferguson Was Killed,crossed,VBD,4
03: The Night Rhonda Ferguson Was Killed,crossed,VBN,1
03: The Night Rhonda Ferguson Was Killed,crossing,VBG,1
03: The Night Rhonda Ferguson Was Killed,crowd,NN,3
03: The Night Rhonda Ferguson Was Killed,cry,VB,3
03: The Night Rhonda Ferguson Was Killed,crying,VBG,3
03: The Night Rhonda Ferguson Was Killed,cuckoo,NN,1
03: The Night Rhonda Ferguson Was Killed,cup,NN,3
03: The Night Rhonda Ferguson Was Killed,curb,NN,1
03: The Night Rhonda Ferguson Was Killed,curiosity,NN,1
03: The Night Rhonda Ferguson Was Killed,cursed,VBD,2
03: The Night Rhonda Ferguson Was Killed,curtainless,JJ,1
03: The Night Rhonda Ferguson Was Killed,curtis,NNP,1
03: The Night Rhonda Ferguson Was Killed,cussin,NN,1
03: The Night Rhonda Ferguson Was Killed,cut,VBN,1
03: The Night Rhonda Ferguson Was Killed,cute,JJ,8
03: The Night Rhonda Ferguson Was Killed,d,NNP,1
03: The Night Rhonda Ferguson Was Killed,daddy,NN,1
03: The Night Rhonda Ferguson Was Killed,daddy,NNP,2
03: The Night Rhonda Ferguson Was Killed,damaged,VBN,1
03: The Night Rhonda Ferguson Was Killed,damn,JJ,2
03: The Night Rhonda Ferguson Was Killed,damn,NN,5
03: The Night Rhonda Ferguson Was Killed,dance,VB,2
03: The Night Rhonda Ferguson Was Killed,danced,VBD,1
03: The Night Rhonda Ferguson Was Killed,dancing,VBG,1
03: The Night Rhonda Ferguson Was Killed,dashboard,NN,1
03: The Night Rhonda Ferguson Was Killed,daughter,NN,6
03: The Night Rhonda Ferguson Was Killed,day,NN,3
03: The Night Rhonda Ferguson Was Killed,death,NN,3
03: The Night Rhonda Ferguson Was Killed,decent,JJ,1
03: The Night Rhonda Ferguson Was Killed,decided,VBD,3
03: The Night Rhonda Ferguson Was Killed,deciding,VBG,1
03: The Night Rhonda Ferguson Was Killed,deflated,VBD,1
03: The Night Rhonda Ferguson Was Killed,deliberately,RB,1
03: The Night Rhonda Ferguson Was Killed,despite,IN,1
03: The Night Rhonda Ferguson Was Killed,dick,NN,2
03: The Night Rhonda Ferguson Was Killed,dick-head,JJ,1
03: The Night Rhonda Ferguson Was Killed,dick-head,NN,2
03: The Night Rhonda Ferguson Was Killed,did,VBD,20
03: The Night Rhonda Ferguson Was Killed,different,JJ,1
03: The Night Rhonda Ferguson Was Killed,dinner,NN,1
03: The Night Rhonda Ferguson Was Killed,directions,NNS,1
03: The Night Rhonda Ferguson Was Killed,directly,RB,4
03: The Night Rhonda Ferguson Was Killed,dirt,NN,1
03: The Night Rhonda Ferguson Was Killed,disappeared,VBD,1
03: The Night Rhonda Ferguson Was Killed,distance,NN,1
03: The Night Rhonda Ferguson Was Killed,do,VB,13
03: The Night Rhonda Ferguson Was Killed,do,VBP,23
03: The Night Rhonda Ferguson Was Killed,does,VBZ,2
03: The Night Rhonda Ferguson Was Killed,doin,VB,1
03: The Night Rhonda Ferguson Was Killed,doin,VBP,1
03: The Night Rhonda Ferguson Was Killed,dollars,NNS,2
03: The Night Rhonda Ferguson Was Killed,done,VBN,4
03: The Night Rhonda Ferguson Was Killed,door,NN,5
03: The Night Rhonda Ferguson Was Killed,doors,NNS,1
03: The Night Rhonda Ferguson Was Killed,doorway,NN,2
03: The Night Rhonda Ferguson Was Killed,down,IN,1
03: The Night Rhonda Ferguson Was Killed,down,RB,13
03: The Night Rhonda Ferguson Was Killed,down,RP,10
03: The Night Rhonda Ferguson Was Killed,downstairs,RB,1
03: The Night Rhonda Ferguson Was Killed,downtlth,NNP,1
03: The Night Rhonda Ferguson Was Killed,downtown,NN,1
03: The Night Rhonda Ferguson Was Killed,dozens,NNS,2
03: The Night Rhonda Ferguson Was Killed,dozo,NNP,1
03: The Night Rhonda Ferguson Was Killed,dramatic,JJ,1
03: The Night Rhonda Ferguson Was Killed,dressed,VBN,1
03: The Night Rhonda Ferguson Was Killed,drift,VB,1
03: The Night Rhonda Ferguson Was Killed,drink,VB,2
03: The Night Rhonda Ferguson Was Killed,drink,VBP,1
03: The Night Rhonda Ferguson Was Killed,drinkin,VBG,1
03: The Night Rhonda Ferguson Was Killed,driver,NN,2
03: The Night Rhonda Ferguson Was Killed,drivin,VBP,1
03: The Night Rhonda Ferguson Was Killed,driving,VBG,1
03: The Night Rhonda Ferguson Was Killed,dropped,VBN,1
03: The Night Rhonda Ferguson Was Killed,drove,VBD,4
03: The Night Rhonda Ferguson Was Killed,drunk,JJ,3
03: The Night Rhonda Ferguson Was Killed,drunken,JJ,1
03: The Night Rhonda Ferguson Was Killed,dumb,JJ,1
03: The Night Rhonda Ferguson Was Killed,dumbbells,NNS,1
03: The Night Rhonda Ferguson Was Killed,dumbest,JJS,1
03: The Night Rhonda Ferguson Was Killed,dump,VB,1
03: The Night Rhonda Ferguson Was Killed,dwayne,NNP,4
03: The Night Rhonda Ferguson Was Killed,dwaynej,NNP,1
03: The Night Rhonda Ferguson Was Killed,dyin,VB,1
03: The Night Rhonda Ferguson Was Killed,e,NNP,1
03: The Night Rhonda Ferguson Was Killed,e'what,NN,1
03: The Night Rhonda Ferguson Was Killed,each,DT,2
03: The Night Rhonda Ferguson Was Killed,eagerly,RB,1
03: The Night Rhonda Ferguson Was Killed,early,JJ,1
03: The Night Rhonda Ferguson Was Killed,east,NNP,2
03: The Night Rhonda Ferguson Was Killed,eaten,VBN,1
03: The Night Rhonda Ferguson Was Killed,eating,VBG,2
03: The Night Rhonda Ferguson Was Killed,education,NN,1
03: The Night Rhonda Ferguson Was Killed,effort,NN,1
03: The Night Rhonda Ferguson Was Killed,eggs,NNS,1
03: The Night Rhonda Ferguson Was Killed,eighteen,CD,1
03: The Night Rhonda Ferguson Was Killed,eighty-nine,CD,1
03: The Night Rhonda Ferguson Was Killed,either,DT,2
03: The Night Rhonda Ferguson Was Killed,elbow,NN,1
03: The Night Rhonda Ferguson Was Killed,elizabeths,NNP,1
03: The Night Rhonda Ferguson Was Killed,else,RB,2
03: The Night Rhonda Ferguson Was Killed,em,NN,2
03: The Night Rhonda Ferguson Was Killed,embarrassed,VBN,1
03: The Night Rhonda Ferguson Was Killed,embraced,VBD,3
03: The Night Rhonda Ferguson Was Killed,empty,JJ,3
03: The Night Rhonda Ferguson Was Killed,end,NN,3
03: The Night Rhonda Ferguson Was Killed,endearing,JJ,1
03: The Night Rhonda Ferguson Was Killed,engaged,NNP,1
03: The Night Rhonda Ferguson Was Killed,engaged,VBN,1
03: The Night Rhonda Ferguson Was Killed,english,JJ,1
03: The Night Rhonda Ferguson Was Killed,enough,JJ,2
03: The Night Rhonda Ferguson Was Killed,enough,RB,1
03: The Night Rhonda Ferguson Was Killed,enthusiastic,JJ,1
03: The Night Rhonda Ferguson Was Killed,entirely,RB,1
03: The Night Rhonda Ferguson Was Killed,euclid,NNP,1
03: The Night Rhonda Ferguson Was Killed,even,RB,10
03: The Night Rhonda Ferguson Was Killed,evening,NN,2
03: The Night Rhonda Ferguson Was Killed,evening,NNP,1
03: The Night Rhonda Ferguson Was Killed,evenings,NNS,2
03: The Night Rhonda Ferguson Was Killed,ever,RB,7
03: The Night Rhonda Ferguson Was Killed,every,DT,4
03: The Night Rhonda Ferguson Was Killed,everybody,NN,2
03: The Night Rhonda Ferguson Was Killed,everyone,NN,2
03: The Night Rhonda Ferguson Was Killed,everything,NN,3
03: The Night Rhonda Ferguson Was Killed,exasperation,NN,1
03: The Night Rhonda Ferguson Was Killed,except,IN,2
03: The Night Rhonda Ferguson Was Killed,excuse,VB,1
03: The Night Rhonda Ferguson Was Killed,explain,VB,1
03: The Night Rhonda Ferguson Was Killed,explained,VBD,1
03: The Night Rhonda Ferguson Was Killed,exploding,VBG,1
