contributor | title | genre | pages | volume | issue | date | journal title | journal subtitle | issue name | journal editor | publisher | journal location | issue length (pp) | issue height (cm) | issue width (cm)
Gurr, W. H. | Opinion: Some Southern Logic: Letter Reprinted from the Macon 'Telegraph' | letters | 330-331 | 7 | 1 | 1913-11-01 | Crisis | A Record of the Darker Races | Exposition Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Chunn, William P. (M.D.) | Opinion: Baltimore: Letter by a White Real-Estate Owner, Reprinted from the Baltimore 'Evening Sun' | letters | 335-336 | 7 | 1 | 1913-11-01 | Crisis | A Record of the Darker Races | Exposition Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Moultrie, Francis J. | Opinion: Baltimore: Letter Reprinted from the Baltimore 'Evening Sun' | letters | 336-336 | 7 | 1 | 1913-11-01 | Crisis | A Record of the Darker Races | Exposition Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Stafford, A. O. | The Muslim Priest and the Heathen: An African Parable | fiction | 345-347 | 7 | 1 | 1913-11-01 | Crisis | A Record of the Darker Races | Exposition Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brawley, Benjamin Griffith | The Freedom of the Free: Emancipation Exposition Poem | poetry | 347-348 | 7 | 1 | 1913-11-01 | Crisis | A Record of the Darker Races | Exposition Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Newman, Luther L. | Letter Box: Advancement and Lynching: Letter I | letters | 348-348 | 7 | 1 | 1913-11-01 | Crisis | A Record of the Darker Races | Exposition Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
J. H. T. | Letter Box: Advancement and Lynching: Letter II | letters | 348-348 | 7 | 1 | 1913-11-01 | Crisis | A Record of the Darker Races | Exposition Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Dunbar, H. S. | Letter Box: From a Colored Teacher | letters | 348-348 | 7 | 1 | 1913-11-01 | Crisis | A Record of the Darker Races | Exposition Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Chesnutt, Charles W. | Letter Box: Interesting but Depressing | letters | 348-348 | 7 | 1 | 1913-11-01 | Crisis | A Record of the Darker Races | Exposition Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Avery, Flora E. | Letter Box: Moved by Reading 'The Crisis' | letters | 348-348 | 7 | 1 | 1913-11-01 | Crisis | A Record of the Darker Races | Exposition Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brockman, W. L. | Cover Image: Madonna and the Child (Copyright Photograph from Life) | images | 53-53 | 7 | 2 | 1913-12-01 | Crisis | A Record of the Darker Races | Christmas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Moseley, Grace | 'Mammy's Li'l Baby Boy' | images | 67-67 | 7 | 2 | 1913-12-01 | Crisis | A Record of the Darker Races | Christmas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Cross, E. L. | Editorial: From a Layman | letters | 83-83 | 7 | 2 | 1913-12-01 | Crisis | A Record of the Darker Races | Christmas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Corrothers, James D. | A Man They Didn't Know: A Story―I | fiction | 85-87 | 7 | 2 | 1913-12-01 | Crisis | A Record of the Darker Races | Christmas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
A Washington Woman | The N. A. A. C. P.: Letter to Mr. Villard | letters | 91-91 | 7 | 2 | 1913-12-01 | Crisis | A Record of the Darker Races | Christmas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, Fenton | Children of the Sun―I-III | poetry | 91-91 | 7 | 2 | 1913-12-01 | Crisis | A Record of the Darker Races | Christmas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Harris, Lorenzo | Cartoon: In the Saddle! | images | 119-119 | 7 | 3 | 1914-01-01 | Crisis | A Record of the Darker Races | New Year Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Smith, Harry C. | Opinion: Insulting Terms: Letter Reprinted from the 'Plain Dealer' | letters | 126-127 | 7 | 3 | 1914-01-01 | Crisis | A Record of the Darker Races | New Year Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Hopwood, Erie C. | Opinion: Insulting Terms: Response of Managing Editor at the 'Plain Dealer' to Harry C. Smith's Letter | letters | 127-127 | 7 | 3 | 1914-01-01 | Crisis | A Record of the Darker Races | New Year Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Corrothers, James D. | A Man They Didn't Know―II | fiction | 136-138 | 7 | 3 | 1914-01-01 | Crisis | A Record of the Darker Races | New Year Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Grimke, Archibald H. | Letter to First Lady Margaret Woodrow Wilson | letters | 142-142 | 7 | 3 | 1914-01-01 | Crisis | A Record of the Darker Races | New Year Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Pace, H. H. | A New Business Venture | articles | 142-145 | 7 | 3 | 1914-01-01 | Crisis | A Record of the Darker Races | New Year Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Jones, A. B. | Cover Image: Drawing of a Woman | images | 157-157 | 7 | 4 | 1914-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Gould, F. J. | Opinion: English Opinion: F.J. Gould in the 'Ethical World' | articles | 177-178 | 7 | 4 | 1914-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Barber, J. Max | The Philadelphia Negro Dentist | articles | 179-181 | 7 | 4 | 1914-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Combs, A. G. (Rev.) | The Episcopal Church | letters | 181-181 | 7 | 4 | 1914-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Gardiner, Henrietta | The Episcopal Church | letters | 181-181 | 7 | 4 | 1914-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Hill, Leslie Pinckney | Certainty | poetry | 181-181 | 7 | 4 | 1914-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Chrystal, Gertrude | Editorial: 'I Was Sick!' | letters | 181-181 | 7 | 4 | 1914-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Gruening, Martha | The Hoodoo | fiction | 195-199 | 7 | 4 | 1914-02-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
von Seydewitz, Margaret | Universal Brotherhood | poetry | 226-226 | 7 | 5 | 1914-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Tunnell, Arthur | On Segregation | poetry | 226-226 | 7 | 5 | 1914-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Hill, Leslie Pinckney | The Association of Negro Secondary and Industrial Schools | articles | 242-244 | 7 | 5 | 1914-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Bishop, Samuel H. | The Struggle | fiction | 244-246 | 7 | 5 | 1914-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Stafford, Wendell Phillips (Justice) | The Civil Rights Act | articles | 251-253 | 7 | 5 | 1914-03-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brockman, W. L. | Cover Image: Woman Kneeling before Stone Cross (Photograph from Life) | images | 261-261 | 7 | 6 | 1914-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Bowles, B. F. | Editorial: The Imitation Mania | articles | 288-288 | 7 | 6 | 1914-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Moore, William | Spring | poetry | 288-288 | 7 | 6 | 1914-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brinsmade, Chapin | Our Legal Bureau | articles | 291-292 | 7 | 6 | 1914-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wilson, French | Jimmy: A Story | fiction | 293-296 | 7 | 6 | 1914-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Wilbur, Henry W. | The Negro as a Land Owner | articles | 297-298 | 7 | 6 | 1914-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Gould, Joseph F. | In Moslem Spain | articles | 298-300 | 7 | 6 | 1914-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, Fenton | Dream of a Whisper | poetry | 301-301 | 7 | 6 | 1914-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Underwood &amp; Underwood | In Collector Anderson's Office | images | 15-15 | 8 | 1 | 1914-05-01 | Crisis | A Record of the Darker Races | Atlanta Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Partridge, H. E. | Two Letters: From a Southern White Man | letters | 22-22 | 8 | 1 | 1914-05-01 | Crisis | A Record of the Darker Races | Atlanta Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Dole, Charles F. | Editorial: A Question of Policy | letters | 23-24 | 8 | 1 | 1914-05-01 | Crisis | A Record of the Darker Races | Atlanta Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brawley, Benjamin Griffith | Atlanta Striving | articles | 27-31 | 8 | 1 | 1914-05-01 | Crisis | A Record of the Darker Races | Atlanta Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Brinsmade, Chapin | Our Legal Bureau | articles | 34-36 | 8 | 1 | 1914-05-01 | Crisis | A Record of the Darker Races | Atlanta Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Pickens, William | The 'Crisis' | poetry | 36-36 | 8 | 1 | 1914-05-01 | Crisis | A Record of the Darker Races | Atlanta Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Coleman, J. H. | Editorial: American Civilization: The Facts in the Wagoner (Okla.) Lynching | letters | 76-76 | 8 | 2 | 1914-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Grimke, Francis J. | Editorial: Approval | letters | 77-77 | 8 | 2 | 1914-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Corrothers, James D. | A Song of May and June | poetry | 79-79 | 8 | 2 | 1914-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fuller, Meta Warrick | Emancipation | images | 82-82 | 8 | 2 | 1914-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Corrothers, James D. | Listen, O Isles! | poetry | 89-89 | 8 | 2 | 1914-06-01 | Crisis | A Record of the Darker Races |  | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
